"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations"
"篇","piān","","5","sheet","piece of writing, bound set of bamboo slips used for record keeping (old), classifier for written items: chapter, article"
"騙子","piànzi","","5","swindler","a cheat"
"品質","pǐnzhí","","5","character","intrinsic quality (of a person), quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)"
"坪","píng","","5","a plain","ping, unit of area equal to approx. 3.3058 square meters (used in Japan and Taiwan)"
"平安","píngān","","5","safe and sound","well, without mishap, quiet and safe, at peace"
"平等","píngděng","","5","equal","equality"
"平時","píngshí","","5","ordinarily","in normal times, in peacetime"
"平原","píngyuán","","5","field","plain, CL:個|个[ge4]"
"瓶子","píngzi","","5","bottle","CL:個|个[ge4]"
"破","pò","","5","broken","damaged, worn out, lousy, rotten, to break, split or cleave, to get rid of, to destroy, to break with, to defeat, to expose the truth of, to capture (a city etc)"
"破壞","pòhuài","","5","destruction","damage, to wreck, to break, to destroy"
"葡萄","pútao","","5","grape",""
"普遍","pǔbiàn","","5","universal","general, widespread, common"
"欺負","qīfù","","5","to bully",""
"其次","qícì","","5","next","secondly"
"其實","qíshí","","5","actually","in fact, really"
"其中","qízhōng","","5","among","in, included among these"
"期間","qíjiān","","5","period of time","time, time period, period, CL:個|个[ge4]"
"氣溫","qìwēn","","5","air temperature","CL:個|个[ge4]"
"汽水","qìshuǐ","","5","soda","pop"
"企業","qìyè","","5","company","firm, enterprise, corporation, CL:家[jia1]"
"簽名","qiānmíng","","5","to sign (one's name with a pen etc)","to autograph, signature"
"簽證","qiānzhèng","","5","visa","certificate, to certify, CL:個|个[ge4]"
"謙虛","qiānxū","","5","modest","self-effacing, to make modest remarks"
"前年","qiánnián","","5","the year before last",""
"淺","qiǎn","","5","sound of moving water","shallow, light (color)"
"強盜","qiángdào","","5","to rob (with force)","bandit, robber, CL:個|个[ge4]"
"強調","qiángdiào","","5","to emphasize (a statement)","to stress"
"搶","qiǎng","","5","to fight over","to rush, to scramble, to grab, to rob, to snatch, see 搶風|抢风[qiang1 feng1]"
"親切","qīnqiè","","5","amiable","cordial, close and dear, familiar"
"親手","qīnshǒu","","5","personally","with one's own hands"
"親眼","qīnyǎn","","5","with one's own eyes","personally"
"親自","qīnzì","","5","personally","in person, oneself"
"青年","qīngnián","","5","youth","youthful years, young person, the young"
"青少年","qīngshàonián","","5","adolescent","youth, teenager"
"輕鬆","qīngsōng","","5","light","gentle, relaxed, effortless, uncomplicated, to relax, to take things less seriously"
"情人","qíngrén","","5","lover","sweetheart"
"情況","qíngkuàng","","5","circumstances","state of affairs, situation, CL:個|个[ge4],種|种[zhong3]"
"情形","qíngxíng","","5","circumstances","situation, CL:個|个[ge4]"
"請教","qǐngjiào","","5","to ask for guidance","to consult"
"請求","qǐngqiú","","5","to request","to ask, request, CL:個|个[ge4]"
"窮","qióng","","5","poor","destitute, to use up, to exhaust, thoroughly, extremely, (coll.) persistently and pointlessly"
"球場","qiúchǎng","","5","stadium","sports ground, court, pitch, field, golf course, CL:個|个[ge4],處|处[chu4]"
"球賽","qiúsài","","5","sports match","ballgame, CL:場|场[chang3]"
"球員","qiúyuán","","5","sports club member","footballer, golfer etc"
"取代","qǔdài","","5","to replace","to supersede, to supplant, (chemistry) substitution"
"去世","qùshì","","5","to pass away","to die"
"全球","quánqiú","","5","entire","total, global, the (whole) world, worldwide"
"全身","quánshēn","","5","whole body","em (typography)"
"缺點","quēdiǎn","","5","weak point","fault, shortcoming, disadvantage, CL:個|个[ge4]"
"卻","què","","5","but","yet, however, while, to go back, to decline, to retreat, nevertheless, even though"
"確定","quèdìng","","5","definite","certain, fixed, to fix (on sth), to determine, to be sure, to ensure, to make certain, to ascertain, to clinch, to recognize, to confirm, OK (on computer dialog box)"
"確認","quèrèn","","5","to confirm","to verify, confirmation"
"熱狗","règǒu","","5","hot dog (loanword)",""
"熱水","rèshuǐ","","5","hot water",""
"人家","rénjiā","","5","household","dwelling, family, sb else's house, household business, house of woman's husband-to-be, other people, sb else, he, she or they, I, me (referring to oneself as ""one"" or ""people""), CL:戶|户[hu4],家[jia1]"
"人間","rénjiān","","5","the human world","the earth"
"人口","rénkǒu","","5","population","people"
"人類","rénlèi","","5","humanity","human race, mankind"
"人們","rénmen","","5","people",""
"人民","rénmín","","5","the people","CL:個|个[ge4]"
"人人","rénrén","","5","everyone","every person"
"人數","rénshù","","5","number of people",""
"人物","rénwù","","5","person","character (in a play, novel etc), protagonist, CL:個|个[ge4]"
"忍","rěn","","5","to bear","to endure, to tolerate, to restrain oneself"
"忍耐","rěnnài","","5","to endure","to bear with, to exercise patience, to restrain oneself, patience, endurance"
"認得","rènde","","5","to recognize","to remember sth (or sb) on seeing it, to know"
"任務","rènwù","","5","mission","assignment, task, duty, role, CL:項|项[xiang4],個|个[ge4]"
"扔","rēng","","5","to throw","to throw away"
"仍","réng","","5","still","yet, to remain"
"仍然","réngrán","","5","still","yet"
"日出","rìchū","","5","sunrise",""
"日記","rìjì","","5","diary","CL:則|则[ze2],本[ben3],篇[pian1]"
"日子","rìzi","","5","day","a (calendar) date, days of one's life"
"如此","rúcǐ","","5","in this way","so"
"如下","rúxià","","5","as follows",""
"如意","rúyì","","5","as one wants","according to one's wishes, ruyi scepter, a symbol of power and good fortune"
"弱","ruò","","5","weak","feeble, young, inferior, (following a decimal or fraction) slightly less than"
"傘","sǎn","","5","umbrella","parasol, CL:把[ba3]"
"殺","shā","","5","to kill","to murder, to attack, to weaken or reduce, to smart (dialect), (used after a verb) extremely"
"晒","shài","","5","(of the sun) to shine on","to bask in (the sunshine), to dry (clothes, grain etc) in the sun, (fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from ""share""), (coll.) to give the cold shoulder to, variant of 曬|晒[shai4]"
"山區","shānqū","","5","mountain area","CL:個|个[ge4]"
"傷害","shānghài","","5","to injure","to harm"
"商品","shāngpǐn","","5","commodity","goods, merchandise, CL:個|个[ge4]"
"商人","shāngrén","","5","merchant","businessman"
"商業","shāngyè","","5","business","trade, commerce"
"上當","shàngdàng","","5","taken in (by sb's deceit)","to be fooled, to be duped"
"上帝","shàngdì","","5","God",""
"上街","shàngjiē","","5","to go onto the streets","to go shopping"
"上衣","shàngyī","","5","jacket","upper outer garment, CL:件[jian4]"
"蛇","shé","","5","snake","serpent, variant of 蛇[she2], CL:條|条[tiao2]"
"設備","shèbèi","","5","equipment","facilities, installations, CL:個|个[ge4]"
"設計","shèjì","","5","plan","design, to design, to plan, CL:個|个[ge4]"
"深","shēn","","5","deep","depth, deeply, (of a color) dark, deep, rich, old variant of 深[shen1]"
"深入","shēnrù","","5","to penetrate deeply","thorough"
"身邊","shēnbiān","","5","at one's side","on hand"
"身高","shēngāo","","5","(a person's) height",""
"身上","shēnshàng","","5","on the body","at hand, among"
"甚至","shènzhì","","5","even","so much so that"
"升","shēng","","5","to ascend","to rise to the rank of, to promote, to hoist, liter, measure for dry grain equal to one-tenth dou 斗[dou3], to ascend, to rise in rank, variant of 升[sheng1], variant of 升[sheng1]"
"聲調","shēngdiào","","5","tone","note, a tone (on a Chinese syllable), CL:個|个[ge4]"
"生產","shēngchǎn","","5","to produce","to manufacture, to give birth to a child"
"生動","shēngdòng","","5","vivid","lively"
"生命","shēngmìng","","5","life (as the characteristic of living beings)","living being, creature, CL:個|个[ge4],條|条[tiao2]"
"生意","shēngyì","","5","life force","vitality, business, CL:筆|笔[bi3]"
"生字","shēngzì","","5","new character (in textbook)","character that is unfamiliar or not yet studied"
"省","shěng","","5","to save","to economize, to do without, to omit, to leave out, province, to inspect, to examine, to be aware, to pay a visit (to one's parents or elders), CL:個|个[ge4]"
"省錢","shěngqián","","5","to save money",""
"剩","shèng","","5","to remain","to be left, to have as remainder"
"剩下","shèngxia","","5","to remain","left over"
"濕","shī","","5","moist","wet"
"失戀","shīliàn","","5","to lose one's love","to break up (in a romantic relationship), to feel jilted"
"失去","shīqù","","5","to lose",""
"獅子","shīzi","","5","Leo (star sign)","lion, CL:隻|只[zhi1],頭|头[tou2], Shihtzu township in Pingtung County 屏東縣|屏东县[Ping2 dong1 Xian4], Taiwan"
"十分","shífēn","","5","very","completely, utterly, extremely, absolutely, hundred percent, to divide into ten equal parts"
"石頭","shítou","","5","stone","CL:塊|块[kuai4]"
"石油","shíyóu","","5","oil","petroleum"
"時代","shídài","","5","Time, US weekly news magazine","age, era, epoch, period (in one's life), CL:個|个[ge4]"
"時刻","shíkè","","5","time","juncture, moment, period of time, constantly, always, CL:個|个[ge4],段[duan4]"
"實話","shíhuà","","5","truth",""
"實際","shíjì","","5","reality","practice, practical, realistic, real, actual"
"實力","shílì","","5","strength",""
"實行","shíxíng","","5","to implement","to carry out, to put into practice"
"實在","shízài","","5","really","actually, indeed, true, real, honest, dependable, (philosophy) reality"
"使得","shǐde","","5","usable","workable, feasible, doable, to make, to cause"
"使用","shǐyòng","","5","to use","to employ, to apply, to make use of"
"事實","shìshí","","5","fact","CL:個|个[ge4]"
"事業","shìyè","","5","undertaking","project, activity, (charitable, political or revolutionary) cause, publicly funded institution, enterprise or foundation, career, occupation, CL:個|个[ge4]"
"適應","shìyìng","","5","to adapt","to fit, to suit"
"市長","shìzhǎng","","5","mayor",""
"收穫","shōuhuò","","5","to harvest","to reap, to gain, crop, harvest, profit, gain, bonus, reward"
"收音機","shōuyīnjī","","5","radio","CL:臺|台[tai2]"
"首","shǒu","","5","head","chief, first (occasion, thing etc), classifier for poems, songs etc"
"手套","shǒutào","","5","glove","mitten, CL:雙|双[shuang1],隻|只[zhi1]"
"手續","shǒuxù","","5","procedure","formalities, CL:道[dao4],個|个[ge4]"
"受得了","shòudeliao","","5","",""
"書包","shūbāo","","5","schoolbag","satchel, CL:個|个[ge4],隻|只[zhi1]"
"書架","shūjià","","5","bookshelf","CL:個|个[ge4]"
"蔬菜","shūcài","","5","vegetables","CL:種|种[zhong3]"
"舒適","shūshì","","5","cozy","snug"
"叔叔","shúshu","","5","father's younger brother","uncle, Taiwan pr. [shu2 shu5], CL:個|个[ge4]"
"熟悉","shoúxī","","5","to be familiar with","to know well"
"數字","shùzì","","5","numeral","digit, number, figure, amount, digital (electronics etc), CL:個|个[ge4]"
"樹木","shùmù","","5","tree",""
"刷牙","shuāyá","","5","to brush one's teeth",""
"帥","shuài","","5","handsome","graceful, smart, commander in chief, (coll.) cool!, sweet!, surname Shuai"
"水餃","shuǐjiǎo","","5","boiled dumpling",""
"水平","shuǐpíng","","5","level (of achievement etc)","standard, horizontal"
"水準","shuǐzhǔn","","5","level (of achievement etc)","standard, level (surveying)"
"睡著","shuìzháo","","5","to fall asleep",""
"順便","shùnbiàn","","5","conveniently","in passing, without much extra effort"
"順利","shùnlì","","5","smoothly","without a hitch"
"說法","shuōfǎ","","5","to expound Buddhist teachings","way of speaking, wording, formulation, one's version (of events), statement, theory, hypothesis, interpretation"
"說明","shuōmíng","","5","to explain","to illustrate, to indicate, to show, to prove, explanation, directions, caption, CL:個|个[ge4]"
"說起來","shuōqilai","","5","",""
"思考","sīkǎo","","5","to reflect on","to ponder over"
"思想","sīxiǎng","","5","thought","thinking, idea, ideology, CL:個|个[ge4]"
"似乎","sìhū","","5","apparently","to seem, to appear, as if, seemingly"
"寺廟","sìmiào","","5","temple","monastery, shrine"
"速度","sùdù","","5","speed","rate, velocity, (music) tempo, CL:個|个[ge4]"
"算了","suànle","","5","let it be","let it pass, forget about it"
"隨便","suíbiàn","","5","as one wishes","as one pleases, at random, negligent, casual, wanton"
"隨時","suíshí","","5","at any time","at all times, at the right time"
"所謂","suǒwèi","","5","so-called","what is called"
"它","tā","","5","it",""
"它們","tāmen","","5","they (for inanimate objects)",""
"抬","tái","","5","to lift","to raise, (of two or more persons) to carry"
"颱風","táifēng","","5","hurricane","typhoon"
"態度","tàidù","","5","manner","bearing, attitude, approach, CL:個|个[ge4]"
"談話","tánhuà","","5","talk","conversation, CL:次[ci4]"
"討厭","tǎoyàn","","5","to dislike","to loathe, disagreeable, troublesome, annoying"
"特地","tèdì","","5","specially","for a special purpose"
"特色","tèsè","","5","characteristic","distinguishing feature or quality"
"特殊","tèshū","","5","special","particular, unusual, extraordinary"
